Day,Month,Year,Hour,Min,Sec,mode,Time,BBBV,BBBVs,style,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,Lcl,Rcl,Dcl,Leff,Reff,Deff,Openings,Islands,Path,GZiNi,HZiNi
28,9,2021,21,35,14,BEG,5.84,26,4.45,Flag,8,29,16,1,0,0,0,0,0,24,2,8,23,2,5,4,5,1469,19,19
28,9,2021,21,35,55,BEG,2.48,11,4.43,NF,20,18,11,3,2,0,0,0,0,13,0,0,11,0,0,2,3,901,11,11
28,9,2021,21,37,52,BEG,2.30,12,5.21,NF,22,19,7,5,1,0,0,0,0,13,0,0,12,0,0,2,3,875,11,11
28,9,2021,21,38,2,BEG,1.96,8,4.08,NF,26,18,7,3,0,0,0,0,0,11,0,0,9,0,0,2,4,798,8,8
28,9,2021,21,38,23,BEG,3.83,22,5.74,Flag,17,17,15,5,0,0,0,0,0,16,1,3,16,1,2,3,2,982,14,17
28,9,2021,21,38,29,BEG,3.96,19,4.79,Flag,15,22,14,3,0,0,0,0,0,21,1,2,18,1,2,2,4,1078,15,15
28,9,2021,21,38,49,BEG,2.42,9,3.71,Flag,20,20,10,4,0,0,0,0,0,13,1,1,12,1,1,3,3,910,9,9
28,9,2021,21,38,53,BEG,1.59,8,5.03,NF,24,19,8,3,0,0,0,0,0,9,0,0,8,0,0,1,2,761,7,7
28,9,2021,21,38,59,BEG,2.72,8,2.94,Flag,26,14,8,5,1,0,0,0,0,10,1,5,9,1,2,3,4,887,8,8
28,9,2021,21,39,42,BEG,3.21,20,6.23,Flag,16,21,15,2,0,0,0,0,0,13,2,2,13,2,2,1,3,1022,15,17
28,9,2021,21,40,46,BEG,3.32,18,5.42,Flag,20,14,14,4,1,1,0,0,0,16,1,2,15,1,1,2,2,1088,13,15
28,9,2021,21,40,52,BEG,3.77,20,5.30,NF,19,15,13,6,1,0,0,0,0,21,0,0,20,0,0,2,2,1161,17,18
28,9,2021,21,42,10,BEG,2.30,13,5.65,NF,24,15,12,3,0,0,0,0,0,13,0,0,13,0,0,1,7,924,13,13
28,9,2021,21,43,32,BEG,4.73,23,4.86,Flag,16,22,15,0,1,0,0,0,0,15,2,7,13,2,4,2,3,1242,17,16
28,9,2021,21,43,36,BEG,2.88,15,5.20,Flag,21,16,11,5,1,0,0,0,0,13,1,1,13,1,1,3,3,921,15,15
28,9,2021,21,44,16,BEG,3.69,17,4.60,NF,17,20,12,5,0,0,0,0,0,20,0,0,18,0,0,3,2,939,13,15
28,9,2021,21,45,43,BEG,2.22,10,4.50,NF,22,20,9,3,0,0,0,0,0,10,0,0,10,0,0,2,4,732,8,9
28,9,2021,21,45,57,BEG,4.61,20,4.33,NF,15,23,12,3,1,0,0,0,0,25,0,0,24,0,0,3,1,1141,14,15
28,9,2021,21,46,53,BEG,4.82,23,4.77,NF,16,22,12,4,0,0,0,0,0,29,0,0,25,0,0,2,3,1260,14,15
28,9,2021,21,47,42,BEG,4.02,19,4.72,Flag,18,16,17,2,1,0,0,0,0,19,1,2,17,1,2,3,4,1188,13,14
28,9,2021,21,49,18,BEG,3.22,15,4.65,Flag,16,24,12,1,1,0,0,0,0,15,1,3,14,1,3,4,6,1038,12,12
28,9,2021,21,49,30,BEG,3.09,18,5.82,NF,17,15,17,4,1,0,0,0,0,18,0,0,18,0,0,3,2,1136,15,17
28,9,2021,21,49,53,BEG,4.99,28,5.61,Flag,16,18,18,2,0,0,0,0,0,26,1,2,24,1,1,1,1,1325,17,19
28,9,2021,21,50,4,BEG,2.34,5,2.13,NF,24,13,14,3,0,0,0,0,0,12,0,0,10,0,0,2,1,749,4,4
28,9,2021,21,50,15,BEG,3.76,19,5.05,NF,19,16,15,4,0,0,0,0,0,20,0,0,19,0,0,2,3,1095,13,17
28,9,2021,21,50,38,BEG,3.20,18,5.62,Flag,18,21,11,2,2,0,0,0,0,13,1,2,12,1,2,3,2,1091,12,12
28,9,2021,21,50,56,BEG,3.24,19,5.86,Flag,16,21,16,1,0,0,0,0,0,13,1,4,12,1,3,2,2,1023,13,13
28,9,2021,21,51,14,BEG,2.87,12,4.18,Flag,20,19,9,5,1,0,0,0,0,10,2,4,10,2,3,3,5,1030,12,12
28,9,2021,21,52,22,BEG,2.14,8,3.73,NF,26,15,7,3,3,0,0,0,0,10,0,0,8,0,0,2,3,824,8,8
28,9,2021,21,52,30,BEG,3.25,18,5.53,NF,16,23,10,4,1,0,0,0,0,19,0,0,18,0,0,2,2,1043,13,15
28,9,2021,21,52,56,BEG,3.61,19,5.26,Flag,20,15,15,3,1,0,0,0,0,19,1,1,18,1,1,3,2,1082,13,14
28,9,2021,21,53,4,BEG,2.52,10,3.96,NF,21,15,14,4,0,0,0,0,0,15,0,0,13,0,0,2,3,1004,9,9
28,9,2021,21,53,31,BEG,1.74,8,4.59,NF,23,16,10,4,1,0,0,0,0,9,0,0,8,0,0,2,5,843,8,8
28,9,2021,21,53,44,BEG,2.35,12,5.10,NF,25,12,12,4,1,0,0,0,0,13,0,0,12,0,0,2,2,837,10,11
28,9,2021,21,53,49,BEG,2.22,8,3.60,Flag,24,19,7,3,1,0,0,0,0,8,1,1,8,1,1,3,5,895,8,8
28,9,2021,21,54,20,BEG,2.75,15,5.45,NF,19,20,11,3,1,0,0,0,0,16,0,0,15,0,0,1,3,779,8,10
28,9,2021,21,54,43,BEG,3.12,14,4.48,Flag,19,21,11,2,1,0,0,0,0,12,1,2,12,1,2,3,3,945,11,11
28,9,2021,21,54,57,BEG,2.71,13,4.79,NF,20,18,13,3,0,0,0,0,0,15,0,0,15,0,0,3,4,942,11,12
28,9,2021,21,55,5,BEG,2.54,13,5.11,NF,20,13,16,5,0,0,0,0,0,14,0,0,13,0,0,3,3,948,10,11
28,9,2021,21,55,32,BEG,4.79,21,4.38,Flag,12,30,10,2,0,0,0,0,0,21,2,5,20,2,4,4,2,1190,15,16
28,9,2021,21,55,36,BEG,3.08,14,4.54,NF,26,10,11,3,3,0,1,0,0,15,0,0,14,0,0,1,1,791,11,12
28,9,2021,21,56,6,BEG,3.19,15,4.70,NF,19,22,7,3,2,1,0,0,0,16,0,0,15,0,0,2,3,1051,12,12
28,9,2021,21,57,1,BEG,2.38,12,5.04,NF,20,22,9,3,0,0,0,0,0,13,0,0,13,0,0,2,5,872,10,10
28,9,2021,21,57,22,BEG,3.23,14,4.33,Flag,18,26,7,2,1,0,0,0,0,14,1,3,14,1,1,2,2,1029,11,11
28,9,2021,21,57,46,BEG,1.88,10,5.31,Flag,21,21,8,3,1,0,0,0,0,8,1,1,7,1,1,1,3,650,8,8
28,9,2021,21,58,8,BEG,3.64,17,4.67,Flag,18,20,11,5,0,0,0,0,0,17,1,2,16,1,1,3,4,1150,15,16
28,9,2021,21,58,58,BEG,2.32,10,4.31,NF,20,20,11,3,0,0,0,0,0,11,0,0,11,0,0,1,5,898,8,10
28,9,2021,21,59,8,BEG,2.53,12,4.74,Flag,21,14,15,3,1,0,0,0,0,11,1,4,10,1,2,3,3,787,12,12
28,9,2021,21,59,53,BEG,3.74,19,5.08,Flag,13,28,9,4,0,0,0,0,0,18,1,2,17,1,1,4,4,893,15,14
28,9,2021,22,0,22,BEG,3.53,17,4.81,Flag,16,23,9,5,1,0,0,0,0,16,2,4,15,2,4,4,4,1129,14,15
28,9,2021,22,0,49,BEG,2.83,11,3.88,Flag,18,23,8,5,0,0,0,0,0,15,1,1,13,1,1,3,3,1154,9,9
28,9,2021,22,1,13,BEG,3.82,15,3.92,Flag,21,16,7,6,4,0,0,0,0,12,2,6,11,2,2,2,1,989,11,13
28,9,2021,22,1,33,BEG,3.97,19,4.78,Flag,16,23,11,2,2,0,0,0,0,18,1,4,17,1,2,3,4,1147,17,17
28,9,2021,22,1,44,BEG,2.97,16,5.38,Flag,16,24,12,2,0,0,0,0,0,12,1,4,12,1,3,3,2,962,12,12
28,9,2021,22,1,53,BEG,3.77,22,5.83,Flag,14,24,13,3,0,0,0,0,0,15,3,5,13,3,4,2,1,1098,13,13
28,9,2021,22,2,7,BEG,2.41,13,5.39,NF,23,14,7,8,2,0,0,0,0,14,0,0,13,0,0,3,3,766,11,11
28,9,2021,22,2,26,BEG,2.29,12,5.24,NF,16,27,9,2,0,0,0,0,0,12,0,0,12,0,0,3,3,909,11,12
28,9,2021,22,2,57,BEG,3.63,21,5.78,Flag,16,22,11,4,1,0,0,0,0,16,1,3,16,1,2,1,2,1019,18,19
28,9,2021,22,3,3,BEG,4.29,23,5.36,NF,15,20,16,3,0,0,0,0,0,24,0,0,23,0,0,2,2,1277,17,20
28,9,2021,22,3,30,BEG,5.25,28,5.33,Flag,10,31,11,1,1,0,0,0,0,9,5,12,9,5,9,2,1,1214,18,20
28,9,2021,22,3,40,BEG,3.93,12,3.05,Flag,20,16,11,6,1,0,0,0,0,15,1,3,14,1,1,4,4,1073,10,10
28,9,2021,22,3,44,BEG,1.09,4,3.66,NF,29,11,10,4,0,0,0,0,0,5,0,0,4,0,0,3,1,641,4,4
28,9,2021,22,3,50,BEG,3.34,14,4.19,Flag,20,19,12,1,2,0,0,0,0,14,1,1,12,1,1,2,2,1014,11,11
28,9,2021,22,3,59,BEG,2.99,12,4.01,Flag,23,14,13,3,1,0,0,0,0,9,1,4,8,1,2,2,1,879,9,9
28,9,2021,22,4,39,BEG,2.53,11,4.34,Flag,17,23,10,3,1,0,0,0,0,9,1,3,9,1,2,4,4,984,11,11
28,9,2021,22,4,45,BEG,3.70,17,4.59,Flag,17,23,11,3,0,0,0,0,0,12,3,6,12,3,4,3,4,1128,12,12
28,9,2021,22,4,52,BEG,3.13,16,5.11,Flag,20,21,9,3,1,0,0,0,0,8,3,5,8,3,4,2,1,912,12,12
28,9,2021,22,5,2,BEG,2.71,11,4.05,NF,21,20,7,5,1,0,0,0,0,15,0,0,15,0,0,3,3,808,10,11
28,9,2021,22,5,23,BEG,2.55,10,3.92,Flag,21,25,5,2,1,0,0,0,0,9,1,2,8,1,2,2,3,886,8,8
29,9,2021,15,23,18,BEG,3.61,15,4.15,NF,17,21,15,1,0,0,0,0,0,20,0,0,18,0,0,3,3,963,13,14
29,9,2021,15,24,35,BEG,2.67,9,3.37,NF,26,13,9,6,0,0,0,0,0,13,0,0,11,0,0,2,3,978,9,9
29,9,2021,15,24,53,BEG,4.15,20,4.81,Flag,17,18,14,5,0,0,0,0,0,15,2,6,14,2,4,3,2,1169,14,15
29,9,2021,15,25,8,BEG,3.66,18,4.91,Flag,18,17,15,2,1,1,0,0,0,14,3,4,13,3,3,3,1,1135,12,14
29,9,2021,15,26,32,BEG,4.10,19,4.63,NF,16,22,13,3,0,0,0,0,0,23,0,0,22,0,0,2,1,1084,12,13
29,9,2021,15,26,50,BEG,4.00,18,4.50,Flag,15,26,9,3,1,0,0,0,0,18,1,3,18,1,3,4,3,1214,12,14
29,9,2021,15,28,3,BEG,2.94,15,5.10,NF,21,13,18,2,0,0,0,0,0,16,0,0,15,0,0,2,2,885,14,15
29,9,2021,15,28,15,BEG,2.26,8,3.53,NF,22,20,5,6,1,0,0,0,0,13,0,0,11,0,0,2,4,793,8,8
29,9,2021,15,28,22,BEG,2.93,10,3.41,NF,23,13,16,1,1,0,0,0,0,16,0,0,15,0,0,3,1,966,8,9
29,9,2021,15,28,46,BEG,2.58,10,3.87,NF,24,17,8,4,1,0,0,0,0,11,0,0,10,0,0,3,3,938,9,9
29,9,2021,15,29,57,BEG,5.21,26,4.99,Flag,13,22,16,2,1,0,0,0,0,15,3,11,15,3,5,3,3,1324,17,18
29,9,2021,15,30,5,BEG,5.18,27,5.21,Flag,13,22,17,2,0,0,0,0,0,15,3,8,15,3,5,2,1,1398,17,18
29,9,2021,15,30,21,BEG,3.10,14,4.51,NF,19,17,14,3,1,0,0,0,0,16,0,0,14,0,0,3,2,1064,12,14
29,9,2021,15,30,40,BEG,3.34,17,5.08,Flag,15,24,11,4,0,0,0,0,0,14,1,3,14,1,3,3,2,980,10,12
29,9,2021,15,31,11,BEG,3.02,13,4.30,Flag,17,25,10,2,0,0,0,0,0,9,2,3,7,2,2,3,3,873,10,10
29,9,2021,15,31,25,BEG,3.74,24,6.41,Flag,14,27,7,6,0,0,0,0,0,16,1,4,15,1,2,2,3,1050,15,14
29,9,2021,15,32,23,BEG,4.00,16,4.00,Flag,15,25,9,5,0,0,0,0,0,14,2,5,14,2,4,3,3,1143,14,14
29,9,2021,15,32,43,BEG,3.04,13,4.27,NF,18,22,12,1,0,1,0,0,0,17,0,0,17,0,0,3,2,1025,10,10
29,9,2021,15,32,46,BEG,1.99,10,5.02,NF,23,19,8,3,1,0,0,0,0,11,0,0,10,0,0,2,4,811,8,9
29,9,2021,15,33,16,BEG,3.77,16,4.24,Flag,18,22,10,4,0,0,0,0,0,14,1,2,12,1,1,1,3,891,13,14
29,9,2021,15,33,26,BEG,2.49,12,4.81,NF,23,18,7,1,4,1,0,0,0,14,0,0,12,0,0,3,2,832,10,10
29,9,2021,15,34,19,BEG,3.12,12,3.84,Flag,23,17,8,6,0,0,0,0,0,13,1,2,10,1,1,1,2,1009,11,11
29,9,2021,15,34,42,BEG,3.53,17,4.81,NF,19,16,14,3,2,0,0,0,0,19,0,0,19,0,0,3,3,1046,14,15
29,9,2021,15,34,49,BEG,4.47,21,4.69,Flag,21,14,11,8,0,0,0,0,0,21,1,3,19,1,1,2,1,1077,16,19
29,9,2021,15,36,3,BEG,6.14,27,4.39,Flag,10,26,14,3,1,0,0,0,0,25,2,6,23,2,6,3,2,1469,21,21
29,9,2021,15,36,19,BEG,4.91,23,4.68,Flag,15,20,14,5,0,0,0,0,0,23,1,3,23,1,2,2,2,1236,17,19
29,9,2021,15,36,33,BEG,2.57,11,4.28,NF,24,16,6,3,5,0,0,0,0,13,0,0,11,0,0,3,3,895,10,11
29,9,2021,15,36,40,BEG,3.10,17,5.48,Flag,19,19,10,5,1,0,0,0,0,13,1,1,11,1,1,3,3,1061,12,13
29,9,2021,15,36,47,BEG,3.86,17,4.40,Flag,19,19,10,5,1,0,0,0,0,17,1,2,17,1,2,3,3,1278,13,14
29,9,2021,15,37,30,BEG,3.20,16,5.00,Flag,15,24,12,3,0,0,0,0,0,14,1,3,14,1,2,3,4,1034,13,13
29,9,2021,15,37,38,BEG,2.83,11,3.88,NF,23,19,7,3,2,0,0,0,0,13,0,0,11,0,0,1,3,889,11,11
29,9,2021,15,38,9,BEG,4.50,24,5.33,Flag,16,22,10,5,1,0,0,0,0,19,1,3,19,1,2,2,2,1307,17,21
29,9,2021,15,38,39,BEG,4.28,22,5.14,Flag,14,24,13,3,0,0,0,0,0,21,2,2,20,2,2,2,2,1377,15,18
29,9,2021,15,38,55,BEG,3.26,18,5.52,Flag,20,17,14,3,0,0,0,0,0,14,2,3,12,2,2,1,2,1078,13,14
29,9,2021,15,39,21,BEG,2.89,14,4.84,NF,20,20,12,2,0,0,0,0,0,15,0,0,15,0,0,1,3,1041,12,13
29,9,2021,15,40,1,BEG,2.69,16,5.94,NF,19,21,10,4,0,0,0,0,0,16,0,0,16,0,0,3,5,934,14,16
29,9,2021,15,40,10,BEG,5.32,28,5.26,Flag,11,27,14,2,0,0,0,0,0,10,4,12,10,4,11,2,2,1384,16,16
29,9,2021,15,40,29,BEG,3.28,17,5.18,Flag,15,27,10,2,0,0,0,0,0,12,2,4,11,2,4,2,2,1007,12,14
29,9,2021,15,40,40,BEG,3.86,19,4.92,NF,13,20,20,1,0,0,0,0,0,22,0,0,21,0,0,4,3,1096,16,17
29,9,2021,15,41,4,BEG,5.55,29,5.22,Flag,13,20,16,5,0,0,0,0,0,22,3,5,21,3,3,2,2,1503,19,24
29,9,2021,15,42,27,BEG,4.18,19,4.54,Flag,14,24,12,4,0,0,0,0,0,20,1,1,18,1,1,3,4,1106,17,17
29,9,2021,15,42,33,BEG,5.04,24,4.76,Flag,12,27,10,5,0,0,0,0,0,17,3,9,16,3,5,3,3,1350,15,17
29,9,2021,15,42,54,BEG,2.88,17,5.90,NF,16,19,18,1,0,0,0,0,0,17,0,0,17,0,0,2,3,992,13,14
29,9,2021,15,43,1,BEG,2.42,8,3.30,Flag,21,22,7,4,0,0,0,0,0,7,1,4,7,1,3,2,3,816,8,8
29,9,2021,15,43,11,BEG,4.41,22,4.98,Flag,16,18,15,5,0,0,0,0,0,19,1,3,19,1,2,2,2,1222,16,18
29,9,2021,15,43,26,BEG,3.17,14,4.41,NF,19,23,8,4,0,0,0,0,0,16,0,0,15,0,0,2,4,1026,9,10
29,9,2021,15,43,43,BEG,3.26,15,4.60,Flag,20,19,9,4,1,1,0,0,0,10,2,5,10,2,3,3,3,1067,11,13
29,9,2021,15,43,51,BEG,3.28,16,4.87,Flag,20,21,7,6,0,0,0,0,0,12,1,3,11,1,2,1,3,1204,13,14
29,9,2021,15,44,4,BEG,2.10,10,4.76,NF,23,15,14,2,0,0,0,0,0,11,0,0,10,0,0,3,1,729,8,9
1,10,2021,22,11,41,BEG,3.53,20,5.66,Flag,19,19,10,6,0,0,0,0,0,17,2,3,16,2,3,2,1,1132,12,16
1,10,2021,22,11,48,BEG,2.63,16,6.08,Flag,19,18,14,3,0,0,0,0,0,11,1,2,11,1,2,2,4,1026,12,14
1,10,2021,22,12,30,BEG,2.91,12,4.12,Flag,16,26,10,1,1,0,0,0,0,11,1,3,10,1,2,3,3,929,11,11
1,10,2021,22,12,39,BEG,2.99,16,5.35,NF,20,19,11,4,0,0,0,0,0,16,0,0,16,0,0,2,4,957,13,15
1,10,2021,22,12,45,BEG,5.15,26,5.04,Flag,16,23,8,6,1,0,0,0,0,15,5,9,14,5,4,1,2,1374,15,18
1,10,2021,22,12,54,BEG,1.45,7,4.82,NF,27,16,5,6,0,0,0,0,0,7,0,0,7,0,0,2,2,868,7,7
1,10,2021,22,13,11,BEG,3.09,14,4.53,Flag,15,26,11,2,0,0,0,0,0,13,1,4,13,1,2,4,5,983,14,14
1,10,2021,22,13,15,BEG,2.28,14,6.14,NF,23,15,8,6,2,0,0,0,0,16,0,0,14,0,0,2,2,800,9,12
1,10,2021,22,14,19,BEG,2.63,15,5.70,Flag,20,21,6,6,1,0,0,0,0,13,1,1,11,1,1,3,3,798,11,13
1,10,2021,22,14,51,BEG,2.15,11,5.11,Flag,23,14,12,5,0,0,0,0,0,8,1,1,8,1,1,2,3,924,10,10
1,10,2021,22,14,58,BEG,3.85,19,4.93,Flag,15,25,10,4,0,0,0,0,0,16,1,4,14,1,2,4,1,1167,13,14
1,10,2021,22,15,7,BEG,3.42,11,3.21,Flag,17,26,8,3,0,0,0,0,0,14,2,4,11,2,2,3,2,1121,8,9
1,10,2021,22,15,35,BEG,3.74,18,4.81,Flag,19,18,15,2,0,0,0,0,0,10,3,7,8,3,3,2,1,874,13,14
1,10,2021,22,15,49,BEG,4.71,23,4.88,Flag,12,25,15,2,0,0,0,0,0,15,4,7,12,4,5,3,2,1391,16,16
1,10,2021,22,16,12,BEG,2.90,17,5.86,Flag,25,17,7,3,2,0,0,0,0,10,1,4,9,1,4,2,1,959,12,12
1,10,2021,22,16,20,BEG,1.91,10,5.23,Flag,21,18,11,4,0,0,0,0,0,8,1,1,7,1,1,1,3,740,8,8
1,10,2021,22,16,38,BEG,3.80,15,3.94,Flag,21,14,14,5,0,0,0,0,0,18,1,2,16,1,1,3,2,1109,11,13
1,10,2021,22,17,8,BEG,2.78,12,4.31,Flag,17,19,15,3,0,0,0,0,0,13,2,2,13,2,2,3,4,947,12,12
1,10,2021,22,17,12,BEG,3.61,15,4.15,Flag,18,20,11,3,1,1,0,0,0,16,1,2,14,1,2,2,2,988,13,15
1,10,2021,22,17,36,BEG,4.57,17,3.71,NF,16,21,14,3,0,0,0,0,0,28,0,0,25,0,0,4,3,1208,12,12
1,10,2021,22,17,57,BEG,1.93,12,6.21,NF,22,15,11,6,0,0,0,0,0,12,0,0,12,0,0,3,2,716,10,11
1,10,2021,22,19,0,BEG,4.33,23,5.31,Flag,14,26,11,3,0,0,0,0,0,14,2,7,13,2,6,2,3,1374,14,18
1,10,2021,22,19,11,BEG,1.63,8,4.90,NF,25,16,9,3,1,0,0,0,0,10,0,0,8,0,0,1,4,754,8,8
1,10,2021,22,19,21,BEG,3.44,20,5.81,Flag,18,22,11,3,0,0,0,0,0,13,1,2,13,1,2,2,2,1041,13,15
1,10,2021,22,19,34,BEG,4.46,25,5.60,Flag,14,20,19,1,0,0,0,0,0,24,1,2,22,1,1,2,2,1179,14,17
1,10,2021,22,19,40,BEG,1.97,6,3.04,Flag,24,17,10,3,0,0,0,0,0,7,1,2,5,1,2,2,1,632,6,6
1,10,2021,22,20,4,BEG,3.57,16,4.48,Flag,15,27,8,4,0,0,0,0,0,20,1,1,19,1,1,5,2,1118,13,13
1,10,2021,22,20,8,BEG,2.22,14,6.30,NF,19,16,14,5,0,0,0,0,0,15,0,0,14,0,0,3,2,774,11,11
1,10,2021,22,20,37,BEG,2.78,11,3.95,NF,20,16,15,3,0,0,0,0,0,15,0,0,14,0,0,3,3,1081,11,11
1,10,2021,22,20,55,BEG,1.92,11,5.72,NF,20,17,11,5,1,0,0,0,0,11,0,0,11,0,0,4,1,734,8,11
1,10,2021,22,21,22,BEG,3.80,11,2.89,Flag,16,28,7,2,1,0,0,0,0,10,3,8,8,3,5,4,3,1064,9,9
1,10,2021,22,21,33,BEG,4.85,33,6.80,Flag,11,28,14,1,0,0,0,0,0,17,2,7,17,2,6,1,1,1383,19,21
1,10,2021,22,22,4,BEG,3.25,21,6.46,Flag,19,17,12,6,0,0,0,0,0,14,2,3,13,2,3,2,2,1038,13,16
1,10,2021,22,22,17,BEG,3.18,18,5.66,Flag,17,21,10,5,1,0,0,0,0,14,2,2,14,2,2,3,1,900,14,15
1,10,2021,22,23,20,BEG,2.49,12,4.81,NF,20,17,13,3,0,1,0,0,0,14,0,0,13,0,0,2,3,951,10,11
1,10,2021,22,23,29,BEG,3.43,18,5.24,NF,18,19,13,4,0,0,0,0,0,20,0,0,18,0,0,2,1,1043,11,14
1,10,2021,22,23,36,BEG,1.98,8,4.04,Flag,24,12,13,5,0,0,0,0,0,10,1,1,8,1,1,3,1,754,8,8
1,10,2021,22,24,36,BEG,3.66,17,4.64,Flag,14,25,11,4,0,0,0,0,0,16,2,4,16,2,3,3,5,1095,12,15
1,10,2021,22,24,43,BEG,1.69,7,4.14,NF,23,17,10,3,1,0,0,0,0,8,0,0,8,0,0,3,2,706,7,7
1,10,2021,22,24,53,BEG,2.27,12,5.28,NF,19,17,14,4,0,0,0,0,0,12,0,0,12,0,0,2,5,851,11,12
1,10,2021,22,25,1,BEG,3.42,14,4.09,Flag,15,26,10,3,0,0,0,0,0,15,1,3,13,1,2,3,4,1154,12,12
1,10,2021,22,25,23,BEG,3.29,18,5.47,NF,18,20,12,4,0,0,0,0,0,19,0,0,18,0,0,2,2,1015,11,14
1,10,2021,22,25,31,BEG,2.84,15,5.28,NF,19,22,8,3,1,1,0,0,0,17,0,0,15,0,0,1,3,975,11,11
1,10,2021,22,25,57,BEG,3.08,13,4.22,NF,21,18,12,3,0,0,0,0,0,18,0,0,14,0,0,2,2,1043,11,12
1,10,2021,22,26,10,BEG,2.11,6,2.84,NF,23,19,7,3,2,0,0,0,0,12,0,0,11,0,0,3,3,768,6,6
1,10,2021,22,26,19,BEG,1.55,6,3.87,NF,26,15,9,3,1,0,0,0,0,7,0,0,6,0,0,2,3,551,6,6
1,10,2021,22,26,26,BEG,2.97,11,3.70,Flag,19,26,7,2,0,0,0,0,0,6,3,8,4,3,3,3,2,786,9,9
1,10,2021,22,26,48,BEG,4.42,29,6.56,Flag,14,23,16,1,0,0,0,0,0,22,1,4,21,1,2,2,1,1271,17,17
1,10,2021,22,26,54,BEG,1.18,5,4.23,NF,31,8,9,3,2,1,0,0,0,7,0,0,5,0,0,2,1,497,5,5
1,10,2021,22,27,35,BEG,3.77,21,5.57,NF,19,18,13,4,0,0,0,0,0,23,0,0,22,0,0,2,2,1132,13,16
1,10,2021,22,28,6,BEG,2.61,15,5.74,Flag,16,27,7,4,0,0,0,0,0,12,1,2,11,1,1,1,4,989,11,11
1,10,2021,22,28,9,BEG,2.32,11,4.74,NF,19,17,13,5,0,0,0,0,0,12,0,0,11,0,0,2,2,768,11,11
1,10,2021,22,29,0,BEG,3.67,15,4.08,Flag,18,20,12,2,2,0,0,0,0,17,1,3,15,1,1,3,5,1140,15,15
1,10,2021,22,29,21,BEG,2.17,14,6.45,Flag,22,15,15,2,0,0,0,0,0,9,1,2,8,1,2,1,2,857,11,11
1,10,2021,22,30,0,BEG,1.61,7,4.34,NF,19,18,13,4,0,0,0,0,0,10,0,0,8,0,0,4,2,758,7,7
1,10,2021,22,31,38,BEG,2.35,11,4.68,NF,22,16,8,5,3,0,0,0,0,12,0,0,11,0,0,2,1,654,9,9
1,10,2021,22,31,47,BEG,2.19,9,4.10,Flag,28,12,8,4,2,0,0,0,0,6,2,2,5,2,2,2,2,801,7,7
1,10,2021,22,32,15,BEG,2.46,13,5.28,NF,20,14,16,4,0,0,0,0,0,14,0,0,13,0,0,3,1,960,10,10
1,10,2021,22,32,45,BEG,2.81,15,5.33,Flag,18,19,12,4,1,0,0,0,0,15,1,1,14,1,1,3,3,1090,10,10
1,10,2021,22,33,7,BEG,3.38,14,4.14,Flag,17,24,9,3,0,1,0,0,0,13,2,3,12,2,2,5,1,1134,12,12
1,10,2021,22,35,3,BEG,3.02,15,4.96,NF,19,19,10,6,0,0,0,0,0,18,0,0,16,0,0,3,2,852,12,14
1,10,2021,22,35,45,BEG,3.42,17,4.97,Flag,16,22,14,2,0,0,0,0,0,15,1,5,13,1,3,2,3,1057,14,16
1,10,2021,22,36,21,BEG,2.67,16,5.99,Flag,21,16,12,5,0,0,0,0,0,11,2,3,10,2,2,3,2,867,13,13
1,10,2021,22,36,44,BEG,3.99,21,5.26,Flag,16,23,12,3,0,0,0,0,0,12,2,9,11,2,5,3,1,1048,14,15
1,10,2021,22,36,59,BEG,1.95,9,4.61,NF,26,15,8,3,2,0,0,0,0,9,0,0,9,0,0,2,3,863,9,9
1,10,2021,22,38,2,BEG,3.37,20,5.93,Flag,19,20,8,7,0,0,0,0,0,15,1,2,14,1,2,2,2,1095,14,14
1,10,2021,22,38,8,BEG,2.14,11,5.14,Flag,24,14,12,3,1,0,0,0,0,7,1,1,7,1,1,3,4,837,9,9
1,10,2021,22,38,14,BEG,3.19,12,3.76,Flag,20,20,11,3,0,0,0,0,0,13,1,2,11,1,1,1,3,985,11,12
1,10,2021,22,38,38,BEG,2.54,12,4.72,Flag,20,19,8,7,0,0,0,0,0,10,1,1,10,1,1,4,6,969,12,12
1,10,2021,22,39,14,BEG,1.48,5,3.37,NF,27,15,9,3,0,0,0,0,0,7,0,0,7,0,0,3,1,585,5,5
1,10,2021,22,39,23,BEG,3.25,14,4.30,NF,20,15,14,5,0,0,0,0,0,17,0,0,17,0,0,3,3,1104,12,14
1,10,2021,22,40,4,BEG,4.92,22,4.47,Flag,18,18,14,3,1,0,0,0,0,19,3,7,17,3,3,3,3,1327,15,15
1,10,2021,22,41,9,BEG,2.37,9,3.79,Flag,19,26,6,3,0,0,0,0,0,7,1,5,7,1,4,2,6,860,9,9
1,10,2021,22,41,14,BEG,3.18,19,5.97,Flag,16,30,7,0,1,0,0,0,0,7,2,9,7,2,6,3,2,1111,12,13
1,10,2021,22,41,23,BEG,3.07,22,7.16,Flag,16,20,14,3,1,0,0,0,0,13,1,3,13,1,3,3,1,1004,13,15
1,10,2021,22,42,18,BEG,3.04,13,4.27,NF,19,20,11,3,1,0,0,0,0,16,0,0,16,0,0,3,3,1050,13,13
1,10,2021,22,42,23,BEG,2.36,11,4.66,NF,28,9,10,6,1,0,0,0,0,12,0,0,11,0,0,1,2,942,11,11
